gcp_id,height_offset_m,rpc_col,rpc_row,rpc_error_px,rpc_error_m,gt_used_for_rpc_projection
gf7_esri_0081,-20.0,9133.266736404452,13499.28007275903,11.182628264323302,7.22727280695785,False
gf7_esri_0082,-20.0,12921.316946150055,14517.761866272831,7.503626824554235,4.849517141512809,False
gf7_esri_0084,-20.0,8980.126594255567,10055.445916736204,9.663379295064813,6.245376963990497,False
gf7_esri_0085,-20.0,12853.119993764145,6021.326450676315,7.837885693532612,5.065514969222883,False
gf7_esri_0086,-20.0,9912.955001024799,11936.526644205282,7.192895145800024,4.648708142621141,False
gf7_esri_0088,-20.0,8404.053312278915,1103.65577057446,17.89326190855898,11.56426572189242,False
gf7_esri_0089,-20.0,8553.2962729047,8999.418150292677,7.250809696654853,4.686149204373614,False
gf7_esri_0091,-20.0,8493.810675345318,13623.449549729827,8.80610129844128,5.691348586639148,False
gf7_esri_0092,-20.0,15724.912150818214,14970.36987318418,7.718818667796436,4.988585272664167,False
gf7_esri_0093,-20.0,9286.155167840852,1920.282714730689,7.218248717559149,4.665078198612575,False
gf7_esri_0094,-20.0,8174.765455260411,9794.635134903276,8.821439860043037,5.701240218822784,False
gf7_esri_0096,-20.0,9495.4975695719,15043.181654329132,7.211291918336138,4.6606200785994085,False
gf7_esri_0097,-20.0,15989.115280414415,13043.882993924577,7.159963195592443,4.627394754173958,False
gf7_esri_0099,-20.0,3688.577961836303,7280.5131214975045,8.520557125841089,5.506843033447524,False
gf7_esri_0100,-20.0,9920.828498297284,9384.486122200684,7.19198762260895,4.6481188958300566,False
gf7_esri_0102,-20.0,16232.038900436146,15122.800091502004,6.931080421495507,4.479470770162125,False
gf7_esri_0103,-20.0,8428.273869854296,978.8730061231618,6.649761196710694,4.297658270449554,False
gf7_esri_0104,-20.0,9124.137788095426,9693.172699814253,8.781570208294475,5.675461369290099,False
gf7_esri_0105,-20.0,9833.837412666919,9496.969230350876,9.625695232692525,6.2209987768483295,False
gf7_esri_0106,-20.0,9441.291404542726,13813.954186687088,7.2130716187809405,4.661761422354451,False
gf7_esri_0108,-20.0,8906.562167725173,1200.97172362934,9.307430731438325,6.015297027426737,False
gf7_esri_0109,-20.0,8307.211367331307,9259.663637608573,6.098649705433068,3.9415162889569793,False
gf7_esri_0110,-20.0,11240.53953973025,11066.966960207019,5.192648306336622,3.355961398877669,False
gf7_esri_0111,-20.0,9331.580885516505,15117.157258113046,7.218099364076364,4.665016442486944,False
gf7_esri_0112,-20.0,11837.450205328696,15315.761932751055,8.663445108477509,5.599118578928172,False
gf7_esri_0113,-20.0,8159.263570212372,7559.917539125696,8.820972420212195,5.700933021437322,False
gf7_esri_0115,-20.0,9310.63265363474,14990.91786470657,7.218888315211896,4.66553559032112,False
gf7_esri_0116,-20.0,8455.494168611505,9893.692399251122,7.255207496046452,4.688989525965261,False
gf7_esri_0118,-20.0,8262.28907104436,13578.73303161371,8.875680477441604,5.7363228670141675,False
