method,method_label_cn,split,bias_model,requested_gcp_count,used_gcp_count,icp_count,selection,rmse_x_px,rmse_y_px,rmse_2d_px,median_error_px,p90_error_px,p95_error_px,rmse_2d_m,median_error_m,ce90_m,p95_error_m
raw_gray_ncc,原始灰度 NCC,2,translation,5,5,24,spatial_farthest_with_margin_tiebreak,7.41748169146845,6.077674931324605,9.589429973367615,9.616066382610178,10.978444919558385,11.218023905744301,6.19758126380961,6.2147532319123275,7.095322164437427,7.25012564855628
raw_gray_ncc,原始灰度 NCC,2,translation,10,10,24,spatial_farthest_with_margin_tiebreak,9.142002989796728,5.799057456440514,10.826139018530597,10.918073288600946,12.292308380760716,12.519416300811248,6.996857565439864,7.056225337634958,7.944466626463761,8.09120598726102
raw_gray_ncc,原始灰度 NCC,2,translation,20,20,24,spatial_farthest_with_margin_tiebreak,8.07130481799206,5.850248935919637,9.968519151667946,10.02209589157767,11.39423891974968,11.62644174827894,6.442583925883623,6.477165439034447,7.36404810933232,7.514083112176456
raw_gray_ncc,原始灰度 NCC,2,affine,5,5,24,spatial_farthest_with_margin_tiebreak,3.028136564848204,3.3803501626215566,4.538323289201229,3.8892979780924053,6.347633872051496,7.229711616054356,2.9330916027576213,2.5136218106997723,4.1024849706722,4.67253220211236
raw_gray_ncc,原始灰度 NCC,2,affine,10,10,24,spatial_farthest_with_margin_tiebreak,3.2029680629839556,3.4475473424152243,4.705803554196613,3.7268399078901884,7.012348121255211,7.942870375119202,3.0413318649614896,2.4086304375211487,4.532027424203167,5.133424888251922
raw_gray_ncc,原始灰度 NCC,2,affine,20,20,24,spatial_farthest_with_margin_tiebreak,3.4217126167349594,3.3563522844342213,4.793038481876608,3.7740544294984577,7.163173087924905,8.007818221192277,3.0977104520874446,2.439144885070534,4.629503069085905,5.1754000154647715
raw_gray_ncc,原始灰度 NCC,3,translation,5,5,24,spatial_farthest_with_margin_tiebreak,9.300214546920648,6.377861061559754,11.277016553118761,11.823816141200801,12.397098930740038,13.267413128201403,7.288247369747173,7.641606607045125,8.012260243566828,8.574660153231857
raw_gray_ncc,原始灰度 NCC,3,translation,10,10,24,spatial_farthest_with_margin_tiebreak,8.311673337971344,6.48695483017329,10.543457528052754,11.01986598971953,11.726214037431344,12.47694831070085,6.814154050526547,7.1220221961434635,7.578666514212534,8.063786920823757
raw_gray_ncc,原始灰度 NCC,3,translation,20,20,24,spatial_farthest_with_margin_tiebreak,8.007993379736245,5.984506269481009,9.997113246300506,10.481192776020137,11.144516770185383,11.935013746695727,6.4610561955805546,6.773883507483436,7.202714856943944,7.713537349570482
raw_gray_ncc,原始灰度 NCC,3,affine,5,5,24,spatial_farthest_with_margin_tiebreak,6.98467994062131,4.120396500634617,8.109464914244324,6.538804804524851,13.167163647276784,13.86484003017377,5.241092882381639,4.225986399740833,8.5098023091928,8.96085383850095
raw_gray_ncc,原始灰度 NCC,3,affine,10,10,24,spatial_farthest_with_margin_tiebreak,6.81198016424046,3.9590779607590143,7.878919472705203,6.137050788088114,12.950729219001708,13.30892992726378,5.0920913190208354,3.9663353769843797,8.370027489435518,8.601461524130148
raw_gray_ncc,原始灰度 NCC,3,affine,20,20,24,spatial_farthest_with_margin_tiebreak,6.657663094791659,3.7467850729687515,7.639559952430002,5.478794227014465,12.662554207594479,13.021227618843767,4.937393360671168,3.540908477178975,8.183701142058684,8.415492662128855
raw_gray_ncc,原始灰度 NCC,4,translation,5,5,24,spatial_farthest_with_margin_tiebreak,2.7403717850278166,3.311682742367919,4.298474160242684,4.217574640067744,5.455212280074862,5.457134704005803,2.778071642192253,2.725771372420589,3.525684383254781,3.526885915706798
raw_gray_ncc,原始灰度 NCC,4,translation,10,10,24,spatial_farthest_with_margin_tiebreak,3.3590162864256725,3.358774151032936,4.750195176002764,4.586343982130376,5.872072139612743,5.874062832870735,3.070015528334193,2.9640959262056024,3.7950994348235425,3.7963419627931727
raw_gray_ncc,原始灰度 NCC,4,translation,20,20,24,spatial_farthest_with_margin_tiebreak,3.2110028624055995,3.6957908982989203,4.895856385386125,4.69275349147798,6.095459974129898,6.0974191415372845,3.164155231478699,3.032867042074665,3.9394742014552158,3.940694679461928
raw_gray_ncc,原始灰度 NCC,4,affine,5,5,24,spatial_farthest_with_margin_tiebreak,4.409137472470297,4.096449034452251,6.018420718345182,4.274157607256671,10.008003262502267,11.237866755588215,3.88967340577788,2.76234031030438,6.468075988981394,7.2630551695437395
raw_gray_ncc,原始灰度 NCC,4,affine,10,10,24,spatial_farthest_with_margin_tiebreak,4.1398990576185986,3.933762469272077,5.710801289830081,4.06905776100789,9.69441120437227,10.514583525460916,3.690859969359283,2.6297865706702925,6.265395426440629,6.795591771304706
raw_gray_ncc,原始灰度 NCC,4,affine,20,20,24,spatial_farthest_with_margin_tiebreak,3.8957491695977233,3.899145129742181,5.511823140777788,4.266030113552299,9.89306937818681,10.048930948861125,3.5622590643136527,2.757094245890908,6.39383857694236,6.494514308699437
raw_scharr_ncc,原始 Scharr NCC,0,translation,5,5,24,spatial_farthest_with_margin_tiebreak,1.734828470100453,1.5080792511693977,2.2986806756221556,1.0185804014675406,4.1378290538127445,5.161756089046306,1.4856212648172387,0.6583029217500282,2.6742436999094523,3.335987135281392
raw_scharr_ncc,原始 Scharr NCC,0,translation,10,10,24,spatial_farthest_with_margin_tiebreak,1.693539782058285,1.5356037665553672,2.28607872158267,0.8870177090515754,4.166580503727632,5.053741155806858,1.477476666627804,0.5732730368420635,2.6928256563014656,3.2661783526778807
raw_scharr_ncc,原始 Scharr NCC,0,translation,20,20,24,spatial_farthest_with_margin_tiebreak,1.6388522075505338,1.5739786642125406,2.272277578463853,1.0516709427427533,4.12228692379092,4.900885928470841,1.468557079670643,0.6796883698018419,2.6641992188282204,3.1673897485189793
raw_scharr_ncc,原始 Scharr NCC,0,translation,50,50,24,spatial_farthest_with_margin_tiebreak,1.6138385430295685,1.5808821692396329,2.2591288754711645,1.1428809820917258,4.076930018543729,4.823306621417612,1.4600591822696,0.7386368492370983,2.634878710128579,3.1172623388704293
raw_scharr_ncc,原始 Scharr NCC,0,affine,5,5,24,spatial_farthest_with_margin_tiebreak,1.656513625079199,1.4534481532811747,2.203757909651032,1.3253056920920099,3.6678602619295755,5.042554269129384,1.4242727873376315,0.8565455344084728,2.3705067433399414,3.2589480422795964
raw_scharr_ncc,原始 Scharr NCC,0,affine,10,10,24,spatial_farthest_with_margin_tiebreak,1.651985189484723,1.5204284256723903,2.2451631708785666,1.0428033128276497,3.9748373244367,5.018247597515347,1.4510331087471466,0.6739627503493575,2.5689036382058545,3.2432391479508524
raw_scharr_ncc,原始 Scharr NCC,0,affine,20,20,24,spatial_farthest_with_margin_tiebreak,1.6323693363189642,1.5577100096204335,2.2563444161355575,0.9965449165406388,4.037827111356321,4.844069317413821,1.4582597519845757,0.6440661453911516,2.609613590644086,3.130669772321236
raw_scharr_ncc,原始 Scharr NCC,0,affine,50,50,24,spatial_farthest_with_margin_tiebreak,1.6316043322134965,1.5550977750487762,2.2539879739828925,1.053450436728051,4.017866022116959,4.822420838608718,1.4567367717334463,0.6808384020071715,2.596706265446634,3.1166899013881495
raw_scharr_ncc,原始 Scharr NCC,1,translation,5,5,24,spatial_farthest_with_margin_tiebreak,2.5520075438029344,1.5770858773563283,2.999990394681934,1.222290056204197,2.773626788747879,3.524247835501803,1.9388601642253986,0.7899583907582067,1.7925822574397292,2.2776843601161856
raw_scharr_ncc,原始 Scharr NCC,1,translation,10,10,24,spatial_farthest_with_margin_tiebreak,2.495184113920169,1.579111367299584,2.952886125927369,1.204576206548324,2.86433264658851,3.38509640911641,1.9084171553400953,0.778509750753767,1.8512051768807085,2.1877525740856654
raw_scharr_ncc,原始 Scharr NCC,1,translation,20,20,24,spatial_farthest_with_margin_tiebreak,2.460708162964476,1.6067175226816794,2.9388136825890068,1.3061175911338019,2.945562648796522,3.2075616922042047,1.899322281920195,0.8441307962451758,1.9037037233321865,2.0730139994905494
raw_scharr_ncc,原始 Scharr NCC,1,translation,50,50,24,spatial_farthest_with_margin_tiebreak,2.4515040514608692,1.5886666416892754,2.9212555199340806,1.3005041402341315,2.9567078070998134,3.2284575663617434,1.8879746854357522,0.8404978307307953,1.9108897282107917,2.0865361068910304
raw_scharr_ncc,原始 Scharr NCC,1,affine,5,5,24,spatial_farthest_with_margin_tiebreak,2.5713770339414843,1.5494240694459787,3.0021150540344457,1.211891155568296,2.847866852730457,3.3665296235500017,1.9402333089565709,0.7832377992558252,1.8405649259642507,2.1757528716464356
raw_scharr_ncc,原始 Scharr NCC,1,affine,10,10,24,spatial_farthest_with_margin_tiebreak,2.512762128406414,1.546437321836536,2.9504985857177584,1.2681836027177549,2.9260546406184784,3.275426835818255,1.9068742209041958,0.8196184944123288,1.8910974103723444,2.116874350291125
